fight_id,round,r_kd,r_sig_landed,r_sig_attempts,r_td,r_ctrl_sec,r_head_landed,r_body_landed,r_leg_landed,r_distance_landed,r_clinch_landed,r_ground_landed,b_kd,b_sig_landed,b_sig_attempts,b_td,b_ctrl_sec,b_head_landed,b_body_landed,b_leg_landed,b_distance_landed,b_clinch_landed,b_ground_landed,r_total_landed,r_total_attempts,r_td_attempts,r_sub_att,r_rev,b_total_landed,b_total_attempts,b_td_attempts,b_sub_att,b_rev,r_head_attempts,r_body_attempts,r_leg_attempts,b_head_attempts,b_body_attempts,b_leg_attempts,r_distance_attempts,r_clinch_attempts,r_ground_attempts,b_distance_attempts,b_clinch_attempts,b_ground_attempts
00f4b6184f6315d0,1,0,1,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
00fbeda449926c13,1,0,66,101,2,0,42,23,1,33,18,15,0,0,0,0,0,0,0,0,0,0,0,157.0,210.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,1.0,0.0,0.0,0.0,57.0,19.0,25.0,0.0,0.0,0.0
01100a90b584215d,1,0,27,36,0,0,23,4,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,29.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,26.0,0.0,0.0,0.0
0111e6a64b5184c6,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
011d818ec9bb3de6,1,0,56,151,2,0,44,4,8,43,9,4,0,0,0,0,0,0,0,0,0,0,0,80.0,176.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,5.0,8.0,0.0,0.0,0.0,127.0,15.0,9.0,0.0,0.0,0.0
0133019a4f1055ee,1,0,16,25,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0
01432891260084a4,1,0,95,175,0,0,63,4,28,95,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,175.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,4.0,28.0,0.0,0.0,0.0,172.0,3.0,0.0,0.0,0.0,0.0
01468f766dd7385c,1,0,30,44,1,0,20,9,1,8,2,20,0,0,0,0,0,0,0,0,0,0,0,50.0,64.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,10.0,1.0,0.0,0.0,0.0,16.0,2.0,26.0,0.0,0.0,0.0
014a3acf91ada8af,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014f1da2083ca174,1,0,44,70,0,0,17,21,6,36,8,0,0,0,0,0,0,0,0,0,0,0,0,60.0,86.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,26.0,6.0,0.0,0.0,0.0,62.0,8.0,0.0,0.0,0.0,0.0
014f7dc96c90c199,1,0,11,17,3,0,5,1,5,6,1,4,0,0,0,0,0,0,0,0,0,0,0,20.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,5.0,0.0,0.0,0.0,9.0,1.0,7.0,0.0,0.0,0.0
01619207a811ef01,1,0,26,87,0,0,17,1,8,23,0,3,0,0,0,0,0,0,0,0,0,0,0,41.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,8.0,11.0,0.0,0.0,0.0,79.0,2.0,6.0,0.0,0.0,0.0
0165bd3c26f0c076,1,0,77,142,0,0,46,28,3,64,13,0,0,0,0,0,0,0,0,0,0,0,0,77.0,142.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,36.0,3.0,0.0,0.0,0.0,128.0,14.0,0.0,0.0,0.0,0.0
0170db5fad04e4d0,1,0,17,32,4,0,6,3,8,11,3,3,0,0,0,0,0,0,0,0,0,0,0,40.0,55.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,9.0,0.0,0.0,0.0,24.0,5.0,3.0,0.0,0.0,0.0
01733579ef03be00,1,0,46,113,3,0,33,8,5,38,7,1,0,0,0,0,0,0,0,0,0,0,0,71.0,138.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,8.0,6.0,0.0,0.0,0.0,100.0,11.0,2.0,0.0,0.0,0.0
0175c0d2a98576f1,1,0,4,41,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,4.0,0.0,0.0,0.0,37.0,2.0,2.0,0.0,0.0,0.0
017a825c7820d12e,1,0,66,130,0,0,17,27,22,65,1,0,0,0,0,0,0,0,0,0,0,0,0,66.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,39.0,24.0,0.0,0.0,0.0,128.0,1.0,1.0,0.0,0.0,0.0
017c090e9e8d2957,1,0,66,102,4,0,59,2,5,28,8,30,0,0,0,0,0,0,0,0,0,0,0,115.0,160.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,4.0,6.0,0.0,0.0,0.0,53.0,11.0,38.0,0.0,0.0,0.0
017e0b7e864b0aa3,1,0,47,137,1,0,29,9,9,41,2,4,0,0,0,0,0,0,0,0,0,0,0,86.0,181.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,20.0,9.0,0.0,0.0,0.0,130.0,3.0,4.0,0.0,0.0,0.0
01924e35b149b28f,1,0,2,4,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
0197a61472fc351d,1,0,83,161,3,0,64,18,1,63,13,7,0,0,0,0,0,0,0,0,0,0,0,92.0,173.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,19.0,1.0,0.0,0.0,0.0,131.0,21.0,9.0,0.0,0.0,0.0
01983cba42704c49,1,0,6,10,0,0,6,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0
01993fb1d4b34b21,1,0,64,124,0,0,40,14,10,55,6,3,0,0,0,0,0,0,0,0,0,0,0,83.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,18.0,14.0,0.0,0.0,0.0,115.0,6.0,3.0,0.0,0.0,0.0
019983faebec6d64,1,0,12,42,0,0,4,5,3,9,0,3,0,0,0,0,0,0,0,0,0,0,0,17.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,8.0,7.0,0.0,0.0,0.0,36.0,0.0,6.0,0.0,0.0,0.0
019b4d006800504b,1,0,10,11,1,0,8,2,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,20.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0
019b88d4ac875ae4,1,0,19,37,0,0,16,3,0,11,2,6,0,0,0,0,0,0,0,0,0,0,0,23.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,3.0,0.0,0.0,0.0,0.0,28.0,2.0,7.0,0.0,0.0,0.0
019eca4a900ed793,1,0,32,40,1,0,19,11,2,2,5,25,0,0,0,0,0,0,0,0,0,0,0,47.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,2.0,0.0,0.0,0.0,2.0,7.0,31.0,0.0,0.0,0.0
01a4827b3596d111,1,0,22,41,7,0,16,3,3,10,1,11,0,0,0,0,0,0,0,0,0,0,0,54.0,77.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,3.0,0.0,0.0,0.0,27.0,1.0,13.0,0.0,0.0,0.0
01aa5949ac6851f3,1,0,33,68,0,0,19,8,6,20,13,0,0,0,0,0,0,0,0,0,0,0,0,144.0,194.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,11.0,14.0,0.0,0.0,0.0,53.0,15.0,0.0,0.0,0.0,0.0
01be9ab42f1fd8e6,1,0,22,67,9,0,13,2,7,18,2,2,0,0,0,0,0,0,0,0,0,0,0,70.0,138.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,5.0,7.0,0.0,0.0,0.0,61.0,4.0,2.0,0.0,0.0,0.0
01c67a3990800dc3,1,0,48,75,4,0,24,22,2,9,9,30,0,0,0,0,0,0,0,0,0,0,0,131.0,161.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,26.0,6.0,0.0,0.0,0.0,26.0,9.0,40.0,0.0,0.0,0.0
01c9acf719298187,1,0,24,74,0,0,18,3,3,13,11,0,0,0,0,0,0,0,0,0,0,0,0,40.0,90.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,6.0,6.0,0.0,0.0,0.0,55.0,19.0,0.0,0.0,0.0,0.0
01d4d1d8bcb014cf,1,0,42,76,2,0,38,2,2,15,3,24,0,0,0,0,0,0,0,0,0,0,0,84.0,128.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,3.0,4.0,0.0,0.0,0.0,34.0,5.0,37.0,0.0,0.0,0.0
01d71345ba7ea6f9,1,0,50,131,2,0,35,5,10,27,13,10,0,0,0,0,0,0,0,0,0,0,0,59.0,140.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,6.0,11.0,0.0,0.0,0.0,81.0,27.0,23.0,0.0,0.0,0.0
01e5e4099f03f20e,1,0,58,167,0,0,31,15,12,54,4,0,0,0,0,0,0,0,0,0,0,0,0,70.0,181.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,22.0,16.0,0.0,0.0,0.0,159.0,8.0,0.0,0.0,0.0,0.0
01e8868086004dd8,1,0,50,78,0,0,11,23,16,27,2,21,0,0,0,0,0,0,0,0,0,0,0,79.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0,17.0,0.0,0.0,0.0,54.0,2.0,22.0,0.0,0.0,0.0
01f262b68a6a2223,1,0,61,150,0,0,37,10,14,58,1,2,0,0,0,0,0,0,0,0,0,0,0,73.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,16.0,14.0,0.0,0.0,0.0,145.0,2.0,3.0,0.0,0.0,0.0
01f396a7372dc8ff,1,0,16,24,1,0,7,7,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,23.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,4.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0
01f7c28804746979,1,0,19,37,0,0,11,5,3,7,6,6,0,0,0,0,0,0,0,0,0,0,0,33.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,6.0,0.0,0.0,0.0,24.0,6.0,7.0,0.0,0.0,0.0
0212461ac95ae690,1,0,11,26,5,0,9,1,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,70.0,86.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,0.0,0.0,9.0,10.0,7.0,0.0,0.0,0.0
0221982930283140,1,0,100,293,0,0,81,14,5,90,10,0,0,0,0,0,0,0,0,0,0,0,0,103.0,296.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,19.0,6.0,0.0,0.0,0.0,276.0,17.0,0.0,0.0,0.0,0.0
0239f24134022656,1,0,31,58,0,0,26,2,3,18,0,13,0,0,0,0,0,0,0,0,0,0,0,31.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,3.0,3.0,0.0,0.0,0.0,37.0,2.0,19.0,0.0,0.0,0.0
022bdd58cc6e571d,1,0,46,66,1,0,35,7,4,37,3,6,0,0,0,0,0,0,0,0,0,0,0,51.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,11.0,4.0,0.0,0.0,0.0,54.0,3.0,9.0,0.0,0.0,0.0
024a04f78b37b7d9,1,0,18,24,0,0,17,0,1,3,4,11,0,0,0,0,0,0,0,0,0,0,0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,7.0,4.0,13.0,0.0,0.0,0.0
02615499125b4b5d,1,0,6,17,0,0,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
024beecfd3f0ed7a,1,0,22,78,0,0,18,1,3,21,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,5.0,3.0,0.0,0.0,0.0,74.0,4.0,0.0,0.0,0.0,0.0
0261adcfc6e49150,1,0,51,71,6,0,38,10,3,1,6,44,0,0,0,0,0,0,0,0,0,0,0,73.0,95.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,10.0,3.0,0.0,0.0,0.0,11.0,9.0,51.0,0.0,0.0,0.0
026bb9fd1b3f239d,1,0,38,76,2,0,28,7,3,29,3,6,0,0,0,0,0,0,0,0,0,0,0,56.0,101.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,9.0,3.0,0.0,0.0,0.0,62.0,7.0,7.0,0.0,0.0,0.0
026c4a26106cc158,1,0,70,130,3,0,45,8,17,65,0,5,0,0,0,0,0,0,0,0,0,0,0,88.0,149.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,11.0,20.0,0.0,0.0,0.0,124.0,1.0,5.0,0.0,0.0,0.0
026e64f70e319e00,1,0,9,24,4,0,3,5,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,35.0,55.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,1.0,0.0,0.0,0.0,12.0,4.0,8.0,0.0,0.0,0.0
02713b2d25f74d43,1,0,31,73,0,0,18,9,4,30,1,0,0,0,0,0,0,0,0,0,0,0,0,33.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,11.0,6.0,0.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0
02731f017c838ad4,1,0,123,187,5,0,74,33,16,95,11,17,0,0,0,0,0,0,0,0,0,0,0,164.0,236.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,42.0,18.0,0.0,0.0,0.0,153.0,12.0,22.0,0.0,0.0,0.0
02732ebb104793d2,1,0,8,10,0,0,7,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0
0273dbd5dedbdbe0,1,0,11,24,0,0,5,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
02822c35ffef5a50,1,0,28,58,5,0,16,4,8,15,4,9,0,0,0,0,0,0,0,0,0,0,0,86.0,116.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,12.0,0.0,0.0,0.0,39.0,8.0,11.0,0.0,0.0,0.0
0292b9c31c0089ac,1,0,26,36,2,0,14,9,3,17,5,4,0,0,0,0,0,0,0,0,0,0,0,147.0,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,3.0,0.0,0.0,0.0,26.0,5.0,5.0,0.0,0.0,0.0
0294253e4a5b4725,1,0,26,46,6,0,19,6,1,14,1,11,0,0,0,0,0,0,0,0,0,0,0,161.0,216.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,7.0,1.0,0.0,0.0,0.0,28.0,1.0,17.0,0.0,0.0,0.0
029a12d36a4687e1,1,0,3,4,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
029cd254fe02d4b8,1,0,40,76,4,0,19,8,13,21,1,18,0,0,0,0,0,0,0,0,0,0,0,131.0,169.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,9.0,21.0,0.0,0.0,0.0,50.0,4.0,22.0,0.0,0.0,0.0
029f5c36820fdc09,1,0,100,155,0,0,82,2,16,99,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,155.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,4.0,17.0,0.0,0.0,0.0,153.0,2.0,0.0,0.0,0.0,0.0
02a183fa803a33fe,1,0,15,46,0,0,9,2,4,12,3,0,0,0,0,0,0,0,0,0,0,0,0,22.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,4.0,0.0,0.0,0.0,43.0,3.0,0.0,0.0,0.0,0.0
02a373f6503b3530,1,0,57,137,0,0,32,25,0,43,14,0,0,0,0,0,0,0,0,0,0,0,0,66.0,146.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,35.0,0.0,0.0,0.0,0.0,117.0,20.0,0.0,0.0,0.0,0.0
02ace8fdd83c6480,1,0,23,108,0,0,17,5,1,22,1,0,0,0,0,0,0,0,0,0,0,0,0,32.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,11.0,1.0,0.0,0.0,0.0,103.0,5.0,0.0,0.0,0.0,0.0
02b39d683f027517,1,0,26,54,0,0,14,0,12,16,0,10,0,0,0,0,0,0,0,0,0,0,0,28.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,15.0,0.0,0.0,0.0,42.0,0.0,12.0,0.0,0.0,0.0
02bdb7a5b2986571,1,0,55,91,0,0,38,17,0,14,9,32,0,0,0,0,0,0,0,0,0,0,0,90.0,129.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,25.0,1.0,0.0,0.0,0.0,37.0,15.0,39.0,0.0,0.0,0.0
02d2da0420fbdd39,1,0,20,47,4,0,14,2,4,10,3,7,0,0,0,0,0,0,0,0,0,0,0,171.0,244.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,5.0,0.0,0.0,0.0,33.0,3.0,11.0,0.0,0.0,0.0
02c54d382fb1c347,1,0,37,101,1,0,30,2,5,25,2,10,0,0,0,0,0,0,0,0,0,0,0,40.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,3.0,7.0,0.0,0.0,0.0,79.0,3.0,19.0,0.0,0.0,0.0
02e3699be1d8daa2,1,0,42,82,1,0,30,6,6,17,11,14,0,0,0,0,0,0,0,0,0,0,0,50.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,8.0,6.0,0.0,0.0,0.0,51.0,11.0,20.0,0.0,0.0,0.0
02ec66f311dce539,1,0,96,183,0,0,51,17,28,95,1,0,0,0,0,0,0,0,0,0,0,0,0,96.0,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,24.0,28.0,0.0,0.0,0.0,182.0,1.0,0.0,0.0,0.0,0.0
02f4277726712796,1,0,59,166,0,0,26,7,26,58,1,0,0,0,0,0,0,0,0,0,0,0,0,60.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,14.0,32.0,0.0,0.0,0.0,164.0,2.0,0.0,0.0,0.0,0.0
02f5621f480ad1d4,1,0,57,104,0,0,24,9,24,56,1,0,0,0,0,0,0,0,0,0,0,0,0,57.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,12.0,26.0,0.0,0.0,0.0,103.0,1.0,0.0,0.0,0.0,0.0
0308bcdd00cc72e2,1,0,15,29,0,0,9,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
